pdf_procedure_id,raw_name,source_page,source_text_snippet
tosp_sg705k,"KIDNEY TRANSPLANT, DONATION (CADAVERIC DONOR)",61,"SG705K KIDNEY TRANSPLANT, DONATION (CADAVERIC DONOR)"
tosp_sg705u,"URETHRA, SUBSTITUTION URETHROPLASTY, FLAP OR GRAFT",63,"SG705U URETHRA, SUBSTITUTION URETHROPLASTY, FLAP OR GRAFT"
tosp_sg706b,"BLADDER, VARIOUS LESIONS, MIS PARTIAL EXCISION",60,"SG706B BLADDER, VARIOUS LESIONS, MIS PARTIAL EXCISION"
tosp_sg706k,"KIDNEY TRANSPLANT, DONATION (LIVE DONOR)",61,"SG706K KIDNEY TRANSPLANT, DONATION (LIVE DONOR)"
tosp_sg706u,"URETER, VARIOUS LESIONS, REIMPLANTATION, BILATERAL",63,"SG706U URETER, VARIOUS LESIONS, REIMPLANTATION, BILATERAL"
tosp_sg707b,"BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY CREATION OF ILEAL NEOBLADDER",60,"SG707B BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY CREATION OF ILEAL NEOBLADDER"
tosp_sg707u,"URETER, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE INSERTION OF DOUBLE J STENT",63,"SG707U URETER, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE INSERTION OF DOUBLE J STENT"
tosp_sg708b,"BLADDER, CYSTOSCOPY, EXTERNAL SPHINCTEROTOMY FOR NEUROGENIC BLADDER NECK OBSTRUCTION",60,"SG708B BLADDER, CYSTOSCOPY, EXTERNAL SPHINCTEROTOMY FOR NEUROGENIC BLADDER NECK OBSTRUCTION"
tosp_sg708k,"KIDNEY TRANSPLANT, RECIPIENT",61,"SG708K KIDNEY TRANSPLANT, RECIPIENT"
tosp_sg709b,"BLADDER, CYSTOSCOPY, REMOVAL OF FOREIGN BODY/URETERIC STENT",60,"SG709B BLADDER, CYSTOSCOPY, REMOVAL OF FOREIGN BODY/URETERIC STENT"
tosp_sg709k,"KIDNEY, CALCULUS, PERCUTANEOUS NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)",61,"SG709K KIDNEY, CALCULUS, PERCUTANEOUS NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)"
tosp_sg709u,"URETER, URETEROSCOPY",63,"SG709U URETER, URETEROSCOPY"
tosp_sg710b,"BLADDER, CYSTOSCOPY, WITH CONTROLLED HYDRODILATATION OF THE BLADDER",60,"SG710B BLADDER, CYSTOSCOPY, WITH CONTROLLED HYDRODILATATION OF THE BLADDER"
tosp_sg711b,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC REMOVAL/MANIPULATION OF URETERIC CALCULUS",60,"SG711B BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC REMOVAL/MANIPULATION OF URETERIC CALCULUS"
tosp_sg711k,"KIDNEY, HYDRONEPHROSIS, PERCUTANEOUS NEPHROSTOMY AND DRAINAGE CATHETER INSERTION (PCN AND DRAINAGE)",61,"SG711K KIDNEY, HYDRONEPHROSIS, PERCUTANEOUS NEPHROSTOMY AND DRAINAGE CATHETER INSERTION (PCN AND DRAINAGE)"
tosp_sg711u,"URETHRA, EXCISION OF URETHRAL DIVERTICULUM",63,"SG711U URETHRA, EXCISION OF URETHRAL DIVERTICULUM"
tosp_sg712b,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC RESECTION/INCISION OF BLADDER NECK",60,"SG712B BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC RESECTION/INCISION OF BLADDER NECK"
tosp_sg712k,"KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE",61,"SG712K KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE"
tosp_sg712u,"URETHRA, URETHROSCOPY, WITH RELATED PROCEDURES",63,"SG712U URETHRA, URETHROSCOPY, WITH RELATED PROCEDURES"
tosp_sg713b,"BLADDER, CYSTOSCOPY, WITH OR WITHOUT BIOPSY",60,"SG713B BLADDER, CYSTOSCOPY, WITH OR WITHOUT BIOPSY"
tosp_sg713k,"KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION",61,"SG713K KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION"
tosp_sg714b,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (<3CM)",60,"SG714B BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (<3CM)"
tosp_sg714k,"KIDNEY, STONES, IMAGING GUIDED PERCUTANEOUS RENAL STONES REMOVAL",61,"SG714K KIDNEY, STONES, IMAGING GUIDED PERCUTANEOUS RENAL STONES REMOVAL"
tosp_sg715b,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (>3CM)",60,"SG715B BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (>3CM)"
tosp_sg715k,"KIDNEY, TUMOUR, MIS GUIDED PERCUTANEOUS LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY ETC)",61,"SG715K KIDNEY, TUMOUR, MIS GUIDED PERCUTANEOUS LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY ETC)"
tosp_sg716b,"BLADDER/URETER, CYSTOSCOPY, WITH URETERIC CATHETERISATION",60,"SG716B BLADDER/URETER, CYSTOSCOPY, WITH URETERIC CATHETERISATION"
tosp_sg716k,"KIDNEY, VARIOUS LESIONS, CHECK NEPHROSTOGRAM",61,"SG716K KIDNEY, VARIOUS LESIONS, CHECK NEPHROSTOGRAM"
tosp_sg717b,"BLADDER, CYSTOSCOPY, WITH URETERIC MEATOTOMY/WITH RESECTION OF URETEROCELE",60,"SG717B BLADDER, CYSTOSCOPY, WITH URETERIC MEATOTOMY/WITH RESECTION OF URETEROCELE"
tosp_sg717k,"KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (RENAL PARENCHYMA, NON DIRECTED)",61,"SG717K KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (RENAL PARENCHYMA, NON DIRECTED)"
tosp_sg718b,"BLADDER/URETHRA, CYSTOSCOPY, WITH URETHRAL DILATATION",60,"SG718B BLADDER/URETHRA, CYSTOSCOPY, WITH URETHRAL DILATATION"
tosp_sg718k,"KIDNEY, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE NEPHROSTOGRAPHY (PCN)",61,"SG718K KIDNEY, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE NEPHROSTOGRAPHY (PCN)"
tosp_sg719k,"KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)",62,"SG719K KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)"
tosp_sg720k,"KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, LAPARASCOPIC",62,"SG720K KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, LAPARASCOPIC"
tosp_sg721k,"KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, OPEN",62,"SG721K KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, OPEN"
tosp_sg722k,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC",62,"SG722K KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC"
tosp_sg723k,"KIDNEY/URETER, ENDOPYELOTOMY (PERCUTANEOUS)",62,"SG723K KIDNEY/URETER, ENDOPYELOTOMY (PERCUTANEOUS)"
tosp_sg725k,"KIDNEY/URETER, PYELOPLASTY, UNILATERAL",62,"SG725K KIDNEY/URETER, PYELOPLASTY, UNILATERAL"
tosp_sg726k,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (DIAGNOSTIC)",62,"SG726K KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (DIAGNOSTIC)"
tosp_sg727k,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC - EG LITHOTRIPSY AND/OR BASKET EXTRACTION OF STONES < 1CM)",62,"SG727K KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC - EG LITHOTRIPSY AND/OR BASKET EXTRACTION OF STONES < 1CM)"
tosp_sg728k,"KIDNEY TRANSPLANT, RECIPIENT, DUAL KIDNEY TRANSPLANT (MARGINAL DONOR)",62,"SG728K KIDNEY TRANSPLANT, RECIPIENT, DUAL KIDNEY TRANSPLANT (MARGINAL DONOR)"
tosp_sg729b,"BLADDER, STANDARD URODYNAMICS STUDY, SIMPLE (WITHOUT VIDEO)",60,"SG729B BLADDER, STANDARD URODYNAMICS STUDY, SIMPLE (WITHOUT VIDEO)"
tosp_sg729k,"KIDNEY, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, (RADIOFREQUENCY, MICROWAVE, CRYOTHERAPY, ETHANOL)",62,"SG729K KIDNEY, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, (RADIOFREQUENCY, MICROWAVE, CRYOTHERAPY, ETHANOL)"
tosp_sg730b,"BLADDER, STANDARD URODYNAMICS STUDY, COMPLEX (WITH VIDEO)",60,"SG730B BLADDER, STANDARD URODYNAMICS STUDY, COMPLEX (WITH VIDEO)"
tosp_sg730k,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC - EG LITHOTRIPSY, AND/OR BASKET EXTRACTION OF STONES >1CM)",62,"SG730K KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC - EG LITHOTRIPSY, AND/OR BASKET EXTRACTION OF STONES >1CM)"
tosp_sg731k,"KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY (OPEN/MIS) WITH IVC THROMBECTOMY",61,"SG731K KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY (OPEN/MIS) WITH IVC THROMBECTOMY"
tosp_sg800b,"BLADDER, BLADDER NECK CONTRACTURE, (ACQUIRED/CONGENITAL), WEDGE EXCISION",60,"SG800B BLADDER, BLADDER NECK CONTRACTURE, (ACQUIRED/CONGENITAL), WEDGE EXCISION"
tosp_sg800k,"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY OPEN",62,"SG800K KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY OPEN"
tosp_sg800u,"URETER, CALCULUS, URETEROSCOPY AND LITHOTRIPSY",63,"SG800U URETER, CALCULUS, URETEROSCOPY AND LITHOTRIPSY"
tosp_sg801k,"KIDNEY, BLOCKED NEPHROSTOMY TUBE, CHANGE",62,"SG801K KIDNEY, BLOCKED NEPHROSTOMY TUBE, CHANGE"
tosp_sg801u,"URETER, CALCULUS, URETEROLITHOTOMY",63,"SG801U URETER, CALCULUS, URETEROLITHOTOMY"
tosp_sg802b,"BLADDER, CALCULUS, VESICOLITHOTOMY/LITHOLAPAXY/ULTRASONIC LITHOTRIPSY",60,"SG802B BLADDER, CALCULUS, VESICOLITHOTOMY/LITHOLAPAXY/ULTRASONIC LITHOTRIPSY"
tosp_sg802k,"KIDNEY, CALCULUS, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL)",62,"SG802K KIDNEY, CALCULUS, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL)"
tosp_sg802u,"URETER, CUTANEOUS URETEROSTOMY, CLOSURE",63,"SG802U URETER, CUTANEOUS URETEROSTOMY, CLOSURE"
tosp_sg803b,"BLADDER, CUTANEOUS FISTULA, CLOSURE",60,"SG803B BLADDER, CUTANEOUS FISTULA, CLOSURE"
tosp_sg803k,"KIDNEY, CALCULUS, NEPHROLITHOTOMY/PYELOLITHOTOMY",62,"SG803K KIDNEY, CALCULUS, NEPHROLITHOTOMY/PYELOLITHOTOMY"
tosp_sg803u,"URETER, PREVIOUS DIVERSION, REVISION",63,"SG803U URETER, PREVIOUS DIVERSION, REVISION"
tosp_sg804b,"BLADDER, DIVERTICULUM, OPEN EXCISION",60,"SG804B BLADDER, DIVERTICULUM, OPEN EXCISION"
tosp_sg804k,"KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY WITHOUT IVC THROMBECTOMY",62,"SG804K KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY WITHOUT IVC THROMBECTOMY"
tosp_sg804u,"URETER, VARIOUS LESIONS, BOARI FLAP REIMPLANTATION",63,"SG804U URETER, VARIOUS LESIONS, BOARI FLAP REIMPLANTATION"
tosp_sg805b,"BLADDER, ECTOPIA VESICAE/ECTOPIA CLOACAE WITH CONGENITAL INCONTINENCE, SPHINCTER RECONSTRUCTION",60,"SG805B BLADDER, ECTOPIA VESICAE/ECTOPIA CLOACAE WITH CONGENITAL INCONTINENCE, SPHINCTER RECONSTRUCTION"
tosp_sg805k,"KIDNEY, CYST, EXCISION",62,"SG805K KIDNEY, CYST, EXCISION"
tosp_sg805u,"URETER, VARIOUS LESIONS, INTESTINAL CONDUIT",63,"SG805U URETER, VARIOUS LESIONS, INTESTINAL CONDUIT"
tosp_sg806b,"BLADDER, INCONTINENCE, CORRECTION, ABDOMINAL APPROACH",60,"SG806B BLADDER, INCONTINENCE, CORRECTION, ABDOMINAL APPROACH"
tosp_sg806k,"KIDNEY, INJURY, REPAIR",62,"SG806K KIDNEY, INJURY, REPAIR"
tosp_sg806u,"URETER, VARIOUS LESIONS, REDUCTION URETEROPLASTY",63,"SG806U URETER, VARIOUS LESIONS, REDUCTION URETEROPLASTY"
tosp_sg807b,"BLADDER, MILD STRESS INCONTINENCE, CYCTOSCOPIC INJECTION OF COLLAGEN",60,"SG807B BLADDER, MILD STRESS INCONTINENCE, CYCTOSCOPIC INJECTION OF COLLAGEN"
tosp_sg807k,"KIDNEY, NEPHROPTOSIS, NEPHROPEXY",62,"SG807K KIDNEY, NEPHROPTOSIS, NEPHROPEXY"
tosp_sg807u,"URETER, VARIOUS LESIONS, REIMPLANTATION, UNILATERAL",63,"SG807U URETER, VARIOUS LESIONS, REIMPLANTATION, UNILATERAL"
tosp_sg808b,"BLADDER, RETENTION OF URINE, SUPRAPUBIC CYSTOSTOMY",60,"SG808B BLADDER, RETENTION OF URINE, SUPRAPUBIC CYSTOSTOMY"
tosp_sg808k,"KIDNEY, PELVI-URETERIC JUNCTION OBSTRUCTION, OPEN PYELOPLASTY/URETEROCALYCOSTOMY",62,"SG808K KIDNEY, PELVI-URETERIC JUNCTION OBSTRUCTION, OPEN PYELOPLASTY/URETEROCALYCOSTOMY"
tosp_sg808u,"URETER, VARIOUS LESIONS, REPAIR",63,"SG808U URETER, VARIOUS LESIONS, REPAIR"
tosp_sg809b,"BLADDER, TUMOR, ANTERIOR EXENTERATION (FEMALE)",60,"SG809B BLADDER, TUMOR, ANTERIOR EXENTERATION (FEMALE)"
tosp_sg809k,"KIDNEY, PERINEPHRIC ABSCESS, DRAINAGE (OPEN)",62,"SG809K KIDNEY, PERINEPHRIC ABSCESS, DRAINAGE (OPEN)"
tosp_sg809u,"URETER, VARIOUS LESIONS, REPLACEMENT BY BOWEL",63,"SG809U URETER, VARIOUS LESIONS, REPLACEMENT BY BOWEL"
tosp_sg810b,"BLADDER, URACHAL FISTULA, OPEN EXCISION",61,"SG810B BLADDER, URACHAL FISTULA, OPEN EXCISION"
tosp_sg810k,"KIDNEY, PYONEPHROSIS, DRAINAGE (OPEN)",62,"SG810K KIDNEY, PYONEPHROSIS, DRAINAGE (OPEN)"
tosp_sg810u,"URETER, VARIOUS LESIONS, URETEROCALYCOSTOMY",63,"SG810U URETER, VARIOUS LESIONS, URETEROCALYCOSTOMY"
tosp_sg811b,"BLADDER, VARIOUS LESION, ASPIRATION",61,"SG811B BLADDER, VARIOUS LESION, ASPIRATION"
tosp_sg811k,"KIDNEY, PYONEPHROSIS, NEPHROSTOMY/PYELOSTOMY (OPEN)",62,"SG811K KIDNEY, PYONEPHROSIS, NEPHROSTOMY/PYELOSTOMY (OPEN)"
tosp_sg811u,"URETER, VARIOUS LESIONS, URETEROSTOMY",63,"SG811U URETER, VARIOUS LESIONS, URETEROSTOMY"
tosp_sg812b,"BLADDER, VARIOUS LESIONS, ENLARGEMENT CYSTOPLASTY WITH BOWEL",61,"SG812B BLADDER, VARIOUS LESIONS, ENLARGEMENT CYSTOPLASTY WITH BOWEL"
tosp_sg812k,"KIDNEY, STAGHORN CALCULUS, NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)",62,"SG812K KIDNEY, STAGHORN CALCULUS, NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)"
tosp_sg812u,"URETER, VARIOUS LESIONS, URETEROTOMY/INSERTION OF DOUBLE J STENT",63,"SG812U URETER, VARIOUS LESIONS, URETEROTOMY/INSERTION OF DOUBLE J STENT"
tosp_sg813b,"BLADDER, VARIOUS LESIONS, OPEN PARTIAL EXCISION",61,"SG813B BLADDER, VARIOUS LESIONS, OPEN PARTIAL EXCISION"
tosp_sg813k,"KIDNEY, VARIOUS LESIONS, BIOPSY (CLOSED)",62,"SG813K KIDNEY, VARIOUS LESIONS, BIOPSY (CLOSED)"
tosp_sg813u,"URETER, VARIOUS LESIONS, URETEROURETEROSTOMY",63,"SG813U URETER, VARIOUS LESIONS, URETEROURETEROSTOMY"
tosp_sg814b,"BLADDER, VARIOUS LESIONS, TOTAL CYSTECTOMY WITH ILEAL CONDUIT",61,"SG814B BLADDER, VARIOUS LESIONS, TOTAL CYSTECTOMY WITH ILEAL CONDUIT"
tosp_sg814k,"KIDNEY, VARIOUS LESIONS, BIOPSY (OPEN)",62,"SG814K KIDNEY, VARIOUS LESIONS, BIOPSY (OPEN)"
tosp_sg814u,"URETHRA, EXCISION OF URETHRAL DIVERTICULUM",63,"SG814U URETHRA, EXCISION OF URETHRAL DIVERTICULUM"
tosp_sg815b,"BLADDER, VESICO-INTESTINAL FISTULA, CLOSURE",61,"SG815B BLADDER, VESICO-INTESTINAL FISTULA, CLOSURE"
tosp_sg815k,"KIDNEY, VARIOUS LESIONS, EXPLORATION",62,"SG815K KIDNEY, VARIOUS LESIONS, EXPLORATION"
tosp_sg815u,"URETHRA, FISTULA, CLOSURE",63,"SG815U URETHRA, FISTULA, CLOSURE"
tosp_sg816b,"BLADDER, VESICO-VAGINAL FISTULA, CORRECTION",61,"SG816B BLADDER, VESICO-VAGINAL FISTULA, CORRECTION"
tosp_sg816k,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, OPEN",62,"SG816K KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, OPEN"
tosp_sg816u,"URETHRA, INJURY, REPAIR/URETHROPLASTY OF ANTERIOR URETHRA",63,"SG816U URETHRA, INJURY, REPAIR/URETHROPLASTY OF ANTERIOR URETHRA"
tosp_sg817b,"BLADDER, VESICO-VAGINAL FISTULA, CLOSURE BY ABDOMINAL ROUTE",61,"SG817B BLADDER, VESICO-VAGINAL FISTULA, CLOSURE BY ABDOMINAL ROUTE"
tosp_sg817u,"URETHRA, MEATAL STENOSIS, MEATOTOMY",63,"SG817U URETHRA, MEATAL STENOSIS, MEATOTOMY"
tosp_sg818b,"BLADDER, VESICOSTOMY",61,"SG818B BLADDER, VESICOSTOMY"
tosp_sg818u,"URETHRA, PROLAPSE, EXCISION",63,"SG818U URETHRA, PROLAPSE, EXCISION"
tosp_sg819b,"BLADDER, VARIOUS LESIONS, REPAIR, SIMPLE (DEFECT< 3CM)",61,"SG819B BLADDER, VARIOUS LESIONS, REPAIR, SIMPLE (DEFECT< 3CM)"
tosp_sg820b,"BLADDER, VARIOUS LESIONS, REPAIR, COMPLICATED (E.G. DEFECT >3CM OR TRIGONE INVOLVEMENT, BLADDER RECONSTRUCTION)",61,"SG820B BLADDER, VARIOUS LESIONS, REPAIR, COMPLICATED (E.G. DEFECT >3CM OR TRIGONE INVOLVEMENT, BLADDER RECONSTRUCTION)"
tosp_sg820u,"URETHRA, STRICTURE, URETHRAL WALL STENTING",63,"SG820U URETHRA, STRICTURE, URETHRAL WALL STENTING"
tosp_sg821b,"BLADDER/PROSTATE, VARIOUS LESIONS, HAEMOSTASIS/CLOT EVACUATION/CYSTODIATHERMY",61,"SG821B BLADDER/PROSTATE, VARIOUS LESIONS, HAEMOSTASIS/CLOT EVACUATION/CYSTODIATHERMY"
tosp_sg821u,"URETHRA, STRICTURE, URETHROTOMY",63,"SG821U URETHRA, STRICTURE, URETHROTOMY"
tosp_sg822u,"URETHRA, URETHRO-RECTAL FISTULA, CLOSURE",63,"SG822U URETHRA, URETHRO-RECTAL FISTULA, CLOSURE"
tosp_sg823u,"URETHRA, VALVES/MEMBRANE, RESECTION (ENDOSCOPIC)",63,"SG823U URETHRA, VALVES/MEMBRANE, RESECTION (ENDOSCOPIC)"
tosp_sg824u,"URETHRA, VALVES/MEMBRANE, RESECTION (OPEN)",63,"SG824U URETHRA, VALVES/MEMBRANE, RESECTION (OPEN)"
tosp_sg825u,"URETHRA, VARIOUS LESIONS, ANTERIOR URETHROPLASTY",63,"SG825U URETHRA, VARIOUS LESIONS, ANTERIOR URETHROPLASTY"
tosp_sg826u,"URETHRA, VARIOUS LESIONS, EXCISION",63,"SG826U URETHRA, VARIOUS LESIONS, EXCISION"
tosp_sg827u,"URETHRA, VARIOUS LESIONS, POSTERIOR URETHROPLASTY",63,"SG827U URETHRA, VARIOUS LESIONS, POSTERIOR URETHROPLASTY"
tosp_sg828u,"URETHRA, VARIOUS LESIONS, STAGED URETHROPLASTY (EACH STAGE)",63,"SG828U URETHRA, VARIOUS LESIONS, STAGED URETHROPLASTY (EACH STAGE)"
tosp_sg829u,"URETHRA, VARIOUS LESIONS, TRANSPUBIC URETHROPLASTY",63,"SG829U URETHRA, VARIOUS LESIONS, TRANSPUBIC URETHROPLASTY"
tosp_sg830u,"URETHRA, VARIOUS LESIONS, URETHROPEXY",64,"SG830U URETHRA, VARIOUS LESIONS, URETHROPEXY"
tosp_sg831u,"URETHRA, VARIOUS LESIONS, URETHROTOMY",64,"SG831U URETHRA, VARIOUS LESIONS, URETHROTOMY"
tosp_sg832u,"URETER, CALCULUS, URETEROLITHOTOMY (MIS)",64,"SG832U URETER, CALCULUS, URETEROLITHOTOMY (MIS)"
tosp_sh700g,"GENITAL TRACT, VARIOUS LESIONS, HYSTEROSALPINGOGRAPHY",65,"SH700G GENITAL TRACT, VARIOUS LESIONS, HYSTEROSALPINGOGRAPHY"
tosp_sh700p,"PENIS, GLANULAR HYPOSPADIAS, MEATOPLASTY AND CIRCUMCISION",65,"SH700P PENIS, GLANULAR HYPOSPADIAS, MEATOPLASTY AND CIRCUMCISION"
tosp_sh700t,"TESTIS, TORSION TESTIS, ORCHIDECTOMY DONE WITH FIXATION OF CONTRALATERAL TESTIS",66,"SH700T TESTIS, TORSION TESTIS, ORCHIDECTOMY DONE WITH FIXATION OF CONTRALATERAL TESTIS"
tosp_sh701p,"PENIS, PARAPHIMOSIS/PHIMOSIS, REDUCTION",65,"SH701P PENIS, PARAPHIMOSIS/PHIMOSIS, REDUCTION"
tosp_sh701t,"TESTIS, VARIOUS LESIONS, ORCHIDECTOMY (SIMPLE) (MIS)",66,"SH701T TESTIS, VARIOUS LESIONS, ORCHIDECTOMY (SIMPLE) (MIS)"
tosp_sh702p,"PENIS, PEYRONIE'S DISEASE, INCISION AND GRAFTING",65,"SH702P PENIS, PEYRONIE'S DISEASE, INCISION AND GRAFTING"
tosp_sh702t,"TESTIS, VARIOCOELE, SPERMATIC VEIN EMBOLISATION",66,"SH702T TESTIS, VARIOCOELE, SPERMATIC VEIN EMBOLISATION"
tosp_sh703p,"PENIS, REMOVAL OF ""PENILE"" IMPLANT",65,"SH703P PENIS, REMOVAL OF ""PENILE"" IMPLANT"
tosp_sh704p,"PENIS, TUMOR, AMPUTATION (PARTIAL) BILATERAL RADICAL LN DISSECTION",65,"SH704P PENIS, TUMOR, AMPUTATION (PARTIAL) BILATERAL RADICAL LN DISSECTION"
tosp_sh705p,"PROSTATE GLAND, PROSTATE IMRT (INTENSITY MODULATED RADIATION THERAPY) GOLD SEEDS INSERTION",65,"SH705P PROSTATE GLAND, PROSTATE IMRT (INTENSITY MODULATED RADIATION THERAPY) GOLD SEEDS INSERTION"
tosp_sh706m,"MALE GENITALIA, ELECTROEJECULATION",65,"SH706M MALE GENITALIA, ELECTROEJECULATION"
tosp_sh706p,"PROSTATE GLAND, LASER VAPORISATION OF PROSTATE",65,"SH706P PROSTATE GLAND, LASER VAPORISATION OF PROSTATE"
tosp_sh800m,"MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT (MALE TO FEMALE)",65,"SH800M MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT (MALE TO FEMALE)"
tosp_sh800p,"PENIS, EPISPADIAS, REPAIR INVOLVING BLADDER NECK CLOSURE",65,"SH800P PENIS, EPISPADIAS, REPAIR INVOLVING BLADDER NECK CLOSURE"
tosp_sh800s,"SCROTUM, HYDROCELE, ASPIRATION",66,"SH800S SCROTUM, HYDROCELE, ASPIRATION"
tosp_sh800t,"TESTIS, TUMOR, RETROPERITONEAL LYMPH NODE DISSECTION FOLLOWING ORCHIDECTOMY",66,"SH800T TESTIS, TUMOR, RETROPERITONEAL LYMPH NODE DISSECTION FOLLOWING ORCHIDECTOMY"
tosp_sh800v,"VAS DEFERENS, VARIOUS LESIONS, EXPLORATION (MICROSURGICAL) AND TESTICULAR BIOPSY",67,"SH800V VAS DEFERENS, VARIOUS LESIONS, EXPLORATION (MICROSURGICAL) AND TESTICULAR BIOPSY"
tosp_sh801m,"MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT WITH MAMMOPLASTY (MALE TO FEMALE)",65,"SH801M MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT WITH MAMMOPLASTY (MALE TO FEMALE)"
tosp_sh801p,"PENIS, EPISPADIAS, REPAIR NOT INVOLVING SPHINCTER (EACH STAGE)",65,"SH801P PENIS, EPISPADIAS, REPAIR NOT INVOLVING SPHINCTER (EACH STAGE)"
tosp_sh801s,"SCROTUM, HYDROCELE/VARICOCELE (BILATERAL), EXCISION",66,"SH801S SCROTUM, HYDROCELE/VARICOCELE (BILATERAL), EXCISION"
tosp_sh801t,"TESTIS, UNDESCENDED/ECTOPIC (BILATERAL), ORCHIDOPEXY/TRANSPLANTATION WITH HERNIA REPAIR",66,"SH801T TESTIS, UNDESCENDED/ECTOPIC (BILATERAL), ORCHIDOPEXY/TRANSPLANTATION WITH HERNIA REPAIR"
tosp_sh801v,"VAS DEFERENS, VARIOUS LESIONS, REANASTOMOSIS (MICROSURGICAL)",67,"SH801V VAS DEFERENS, VARIOUS LESIONS, REANASTOMOSIS (MICROSURGICAL)"
